comm_type,comm_group,comm_group_size,msg_size,stage,dst,src,additional,_elapsed_time,algbw,busbw,count
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013407999649643898,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012256000190973282,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5055680274963379,15.45,15.45,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.012671999633312225,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012095999903976917,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5055360198020935,15.45,15.45,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.012608000077307224,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.011744000017642975,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5046719908714294,15.48,15.48,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013024000450968742,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012191999703645706,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5066559910774231,15.42,15.42,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.012864000163972378,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.011648000217974186,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5058879852294922,15.44,15.44,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.012671999633312225,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.011776000261306763,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5058240294456482,15.45,15.45,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013376000337302685,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.011680000461637974,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5033599734306335,15.52,15.52,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.012384000234305859,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012543999589979649,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5095360279083252,15.33,15.33,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.012927999719977379,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012160000391304493,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5100160241127014,15.32,15.32,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013439999893307686,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.011680000461637974,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.506335973739624,15.43,15.43,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.012768000364303589,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.01158399973064661,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5084480047225952,15.37,15.37,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.022752000018954277,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.01244799979031086,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5183359980583191,15.07,15.07,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013535999692976475,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.01235199999064207,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5156480073928833,15.15,15.15,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013088000006973743,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.01190400030463934,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5104320049285889,15.31,15.31,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013824000023305416,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.011807999573647976,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5055999755859375,15.45,15.45,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.012896000407636166,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012512000277638435,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.505728006362915,15.45,15.45,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.01759999990463257,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.020576000213623047,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5099200010299683,15.32,15.32,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.012864000163972378,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.020767999812960625,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5053439736366272,15.46,15.46,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013567999936640263,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012128000147640705,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5078080296516418,15.38,15.38,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013151999562978745,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.011839999817311764,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5082560181617737,15.37,15.37,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013952000066637993,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.011807999573647976,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.507968008518219,15.38,15.38,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.022112000733613968,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012223999947309494,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5036799907684326,15.51,15.51,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.01408000010997057,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012608000077307224,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.505952000617981,15.44,15.44,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.012896000407636166,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012256000190973282,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5060160160064697,15.44,15.44,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.012736000120639801,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.011776000261306763,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5050560235977173,15.47,15.47,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.012768000364303589,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.011872000060975552,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5057920217514038,15.45,15.45,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013248000293970108,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.01158399973064661,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5081920027732849,15.37,15.37,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013055999763309956,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.01206399966031313,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5044159889221191,15.49,15.49,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013311999849975109,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012191999703645706,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5031999945640564,15.53,15.53,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.012319999746978283,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.020191999152302742,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5066559910774231,15.42,15.42,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.012992000207304955,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.011839999817311764,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5059840083122253,15.44,15.44,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.012927999719977379,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012191999703645706,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.50518399477005,15.46,15.46,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013151999562978745,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.011648000217974186,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5044479966163635,15.49,15.49,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013088000006973743,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012223999947309494,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5061439871788025,15.44,15.44,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.012768000364303589,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.011648000217974186,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,8388608,forward.MegatronRowLinear,None,None,,0.5041279792785645,15.5,15.5,1
CommType.all_reduce,CommGroup.tp_group,2,8192,forward_step._VocabParallelCrossEntropy,None,None,,0.08038400113582611,0.09,0.09,1
CommType.all_reduce,CommGroup.tp_group,2,8192,forward_step._VocabParallelCrossEntropy,None,None,,0.077504001557827,0.1,0.1,1
CommType.all_reduce,CommGroup.tp_group,2,8192,forward_step._VocabParallelCrossEntropy,None,None,,0.07788799703121185,0.1,0.1,1
CommType.all_reduce,CommGroup.dp_group,1,4,forward_step.average_losses_across_data_parallel_group,None,None,,0.06656000018119812,0.0,0.0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.012608000077307224,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.012032000347971916,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.012671999633312225,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.012415999546647072,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.01228800043463707,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.011935999616980553,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012223999947309494,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012095999903976917,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.012384000234305859,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.011327999643981457,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.016127999871969223,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.012032000347971916,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.01158399973064661,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.012160000391304493,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012095999903976917,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012415999546647072,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.01206399966031313,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.012223999947309494,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.011744000017642975,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.012095999903976917,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.011839999817311764,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.01206399966031313,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012543999589979649,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.01196799986064434,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.011744000017642975,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.012191999703645706,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.011744000017642975,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.01244799979031086,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.011744000017642975,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.01206399966031313,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.011839999817311764,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.01228800043463707,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.01142400037497282,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.012480000033974648,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.012032000347971916,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.019711999222636223,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.011615999974310398,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.012319999746978283,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.011680000461637974,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.011487999930977821,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.012095999903976917,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.01152000017464161,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.011776000261306763,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.01235199999064207,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.01235199999064207,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.011935999616980553,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012415999546647072,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012256000190973282,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.012671999633312225,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.011776000261306763,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.012640000320971012,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.01235199999064207,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.01244799979031086,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.012160000391304493,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.01196799986064434,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.01228800043463707,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.011935999616980553,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.011680000461637974,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.01206399966031313,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.012095999903976917,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.011935999616980553,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.012223999947309494,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012223999947309494,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012223999947309494,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.011839999817311764,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.01190400030463934,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.012000000104308128,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.012319999746978283,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.01196799986064434,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.011872000060975552,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.01196799986064434,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012543999589979649,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.011807999573647976,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.01196799986064434,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.01196799986064434,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.01228800043463707,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.01190400030463934,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.012512000277638435,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.01196799986064434,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.01228800043463707,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.012191999703645706,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.01206399966031313,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.012160000391304493,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.012384000234305859,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.011839999817311764,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.012703999876976013,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.01283199992030859,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012608000077307224,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.011776000261306763,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.011839999817311764,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.01190400030463934,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.013055999763309956,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.012671999633312225,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.012128000147640705,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.011552000418305397,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012575999833643436,0,0,1
