comm_type,comm_group,comm_group_size,msg_size,stage,dst,src,additional,_elapsed_time,algbw,busbw,count
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013824000023305416,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012864000163972378,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9346879720687866,16.72,16.72,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.019872000440955162,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.013279999606311321,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9550719857215881,16.36,16.36,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013919999822974205,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012896000407636166,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9357439875602722,16.7,16.7,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.014112000353634357,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012896000407636166,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9344320297241211,16.72,16.72,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013952000066637993,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012608000077307224,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9401599764823914,16.62,16.62,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.01375999953597784,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012799999676644802,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.936191976070404,16.69,16.69,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.01414399966597557,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.02300800010561943,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9328320026397705,16.75,16.75,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.014399999752640724,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.016448000445961952,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9459840059280396,16.52,16.52,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.014399999752640724,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012736000120639801,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9370239973068237,16.68,16.68,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.014175999909639359,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.013055999763309956,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9488959908485413,16.47,16.47,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.014271999709308147,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.01283199992030859,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9400320053100586,16.62,16.62,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013952000066637993,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.013055999763309956,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9329919815063477,16.75,16.75,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013663999736309052,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012799999676644802,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9320639967918396,16.76,16.76,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013919999822974205,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012032000347971916,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9346879720687866,16.72,16.72,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.014175999909639359,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012384000234305859,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9826560020446777,15.9,15.9,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.017023999243974686,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.013504000380635262,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9399999976158142,16.62,16.62,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.01398400031030178,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012736000120639801,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9353600144386292,16.7,16.7,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.014271999709308147,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.01244799979031086,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9381440281867981,16.66,16.66,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013919999822974205,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.011744000017642975,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9359999895095825,16.69,16.69,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.014368000440299511,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.013824000023305416,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9360319972038269,16.69,16.69,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013887999579310417,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.013024000450968742,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9346879720687866,16.72,16.72,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013472000136971474,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.01942400075495243,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9473599791526794,16.49,16.49,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.014655999839305878,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012768000364303589,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9328640103340149,16.75,16.75,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013856000266969204,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.013632000423967838,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9409279823303223,16.61,16.61,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.014592000283300877,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012927999719977379,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9409599900245667,16.61,16.61,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.01369599997997284,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.011872000060975552,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9335359930992126,16.74,16.74,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013376000337302685,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.011839999817311764,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9325439929962158,16.76,16.76,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013663999736309052,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012927999719977379,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9522879719734192,16.41,16.41,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.014015999622642994,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.013120000250637531,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9322239756584167,16.76,16.76,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013824000023305416,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.013055999763309956,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9368640184402466,16.68,16.68,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013663999736309052,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012896000407636166,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9347519874572754,16.72,16.72,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.01375999953597784,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012319999746978283,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9361280202865601,16.69,16.69,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013120000250637531,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.01196799986064434,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9389119744300842,16.64,16.64,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013632000423967838,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012512000277638435,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9365760087966919,16.68,16.68,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.014015999622642994,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012768000364303589,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.93641597032547,16.69,16.69,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013504000380635262,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.013151999562978745,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9329599738121033,16.75,16.75,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013952000066637993,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012384000234305859,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9338880181312561,16.73,16.73,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013472000136971474,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012640000320971012,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9355520009994507,16.7,16.7,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013504000380635262,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012768000364303589,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9365119934082031,16.68,16.68,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013439999893307686,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012512000277638435,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9350079894065857,16.71,16.71,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013439999893307686,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012768000364303589,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9345279932022095,16.72,16.72,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.01375999953597784,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.013183999806642532,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9387840032577515,16.64,16.64,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.013952000066637993,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.02143999934196472,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9370239973068237,16.68,16.68,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013407999649643898,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012256000190973282,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9377920031547546,16.66,16.66,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.014368000440299511,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.01244799979031086,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9384959936141968,16.65,16.65,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.attention_column,None,None,,0.013344000093638897,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.attention_row,None,None,,0.012640000320971012,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9362879991531372,16.69,16.69,1
CommType.computation,None,None,0,forward.MegatronColumnLinear.mlp_column,None,None,,0.01408000010997057,0,0,1
CommType.computation,None,None,0,forward.MegatronRowLinear.mlp_row,None,None,,0.012480000033974648,0,0,1
CommType.all_reduce,CommGroup.tp_group,2,16777216,forward.MegatronRowLinear,None,None,,0.9350399971008301,16.71,16.71,1
CommType.all_reduce,CommGroup.tp_group,2,8192,forward_step._VocabParallelCrossEntropy,None,None,,0.09718400239944458,0.08,0.08,1
CommType.all_reduce,CommGroup.tp_group,2,8192,forward_step._VocabParallelCrossEntropy,None,None,,0.08185599744319916,0.09,0.09,1
CommType.all_reduce,CommGroup.tp_group,2,8192,forward_step._VocabParallelCrossEntropy,None,None,,0.07526399940252304,0.1,0.1,1
CommType.all_reduce,CommGroup.dp_group,1,4,forward_step.average_losses_across_data_parallel_group,None,None,,0.06604799628257751,0.0,0.0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.013055999763309956,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.011648000217974186,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.012575999833643436,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.012223999947309494,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.01235199999064207,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.012543999589979649,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012512000277638435,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012319999746978283,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.012575999833643436,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.012223999947309494,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.012736000120639801,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearattention_row,None,None,,0.012384000234305859,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.01244799979031086,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.mlp_column,None,None,,0.012512000277638435,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012160000391304493,0,0,1
CommType.computation,None,None,0,backward.MegatronRowLinearmlp_row,None,None,,0.012543999589979649,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.012095999903976917,0,0,1
CommType.computation,None,None,0,backward.MegatronColumnLinear.attention_column,None,None,,0.022463999688625336,0,0,1
